,date,vusa_close,vusa_absol_variation,vusa_rel_variation,vusa_value_of_100eur,vwce_close,vwce_absol_variation,vwce_rel_variation,vwce_value_of_100eur,wallet_net_invested,wallet_close,wallet_absol_variation,wallet_rel_variation,wallet_value_of_100eur
0,2022-11-30 00:00:00+01:00,70.25101470947266,,,100.0,95.87000274658203,,,100.0,0.0,7145.225,,,100.0
1,2022-12-31 00:00:00+01:00,65.5451431274414,-4.70587158203125,-0.06698652825859766,93.30134717414023,90.61000061035156,-5.260002136230469,-0.054865985037410456,94.51340149625895,2000.0,8831.385,-313.84000000000015,-0.04392303951240166,95.60769604875983
2,2023-01-31 00:00:00+01:00,68.33061981201172,2.7854766845703125,0.042497072272074006,97.26638126808155,95.13999938964844,4.529998779296875,0.04999446803644932,99.23854872637976,0.0,9183.21,351.8249999999989,0.039838032199932275,99.41651852251167
3,2023-02-28 00:00:00+01:00,68.9761734008789,0.6455535888671875,0.009447500851641723,98.18530548794786,95.12000274658203,-0.01999664306640625,-0.00021018124022168067,99.21769064513066,0.0,9163.255,-19.954999999999927,-0.0021729874412106365,99.20048767631336
4,2023-03-31 00:00:00+02:00,69.16594696044922,0.1897735595703125,0.0027512914998542724,98.45544188434744,95.33999633789062,0.21999359130859375,0.002312800514679325,99.44716137112,0.0,9236.175,72.92000000000007,0.007957870865756772,99.98991234706156
5,2023-04-30 00:00:00+02:00,69.3213882446289,0.1554412841796875,0.002247367252393329,98.67670742025823,95.33000183105469,-0.0099945068359375,-0.00010483015753972103,99.4367363095266,0.0,9243.03,6.855000000001382,0.0007421903547736355,100.06412389558022
6,2023-05-31 00:00:00+02:00,72.09441375732422,2.7730255126953125,0.04000245209904851,102.62401768212894,97.5,2.1699981689453125,0.02276301402774561,101.70021613301358,0.0,9350.325,107.29500000000007,0.011608206399849406,101.22568889898024
7,2023-06-30 00:00:00+02:00,75.16632843017578,3.0719146728515625,0.04260960749596886,106.99678679522381,100.9800033569336,3.4800033569335938,0.03569234212239583,105.3301350411547,0.0,9461.955,111.6299999999992,0.01193862245429963,102.43418418142156
8,2023-07-31 00:00:00+02:00,76.80596923828125,1.6396408081054688,0.021813501368881938,109.33076135044739,103.58000183105469,2.5999984741210938,0.025747656839848677,108.04213921308929,0.0,9494.455,32.5,0.0034348081342597805,102.78602595047415
9,2023-08-31 00:00:00+02:00,77.22026824951172,0.41429901123046875,0.005394099121972617,109.92050231425243,102.5999984741211,-0.9800033569335938,-0.009461318204377319,107.01991815451261,0.0,9508.56,14.104999999999563,0.0014856039656830817,102.93872527824297
10,2023-09-30 00:00:00+02:00,75.55870819091797,-1.66156005859375,-0.021517149528993723,107.55532642965456,101.0999984741211,-1.5,-0.014619883258364245,105.45529944477394,0.0,9429.035,-79.52499999999964,-0.008363516662880566,102.0777955341227
11,2023-10-31 00:00:00+01:00,73.23029327392578,-2.3284149169921875,-0.030815970425392466,104.24090467130489,97.58000183105469,-3.5199966430664062,-0.03481698017994957,101.7836643741346,5000.0,13971.15,-457.8850000000002,-0.048561173015054054,97.12077804419486
12,2023-11-30 00:00:00+01:00,77.46369171142578,4.2333984375,0.05780938800373936,110.26700757530917,103.13999938964844,5.55999755859375,0.0569788630278985,107.583181844986,2000.0,16722.935,751.7850000000017,0.05380981522637734,102.346829165395
13,2023-12-31 00:00:00+01:00,80.0443344116211,2.5806427001953125,0.03331422300151842,113.94046725538314,107.08000183105469,3.94000244140625,0.038200528065949216,111.69291620247951,0.0,17799.6,1076.6649999999972,0.06438253811307627,108.93617779488854
14,2024-01-31 00:00:00+01:00,83.77394104003906,3.7296066284179688,0.04659426124076175,119.24943915257492,110.13999938964844,3.05999755859375,0.028576741746994518,114.88473582376646,0.0,17799.6,0.0,0.0,108.93617779488854
15,2024-02-29 00:00:00+01:00,87.46725463867188,3.6933135986328125,0.04408666409602986,124.50674912013443,114.22000122070312,4.0800018310546875,0.037043779314185725,119.14050062419061,4000.0,22655.465,855.8650000000016,0.04808338389626743,114.17419785199219
16,2024-03-31 00:00:00+01:00,90.64398956298828,3.1767349243164062,0.03631913379972346,129.0287264003972,118.27999877929688,4.05999755859375,0.03554541687273112,123.37539938530335,4000.0,27131.725,476.2599999999984,0.021021859405666508,116.57435178699153
17,2024-04-30 00:00:00+02:00,88.745849609375,-1.8981399536132812,-0.020940604697173754,126.3267868462667,116.23999786376953,-2.0400009155273438,-0.017247217928483907,121.24751698509128,0.0,25942.925,-1188.7999999999993,-0.04381586500674024,111.46654572584445
18,2024-05-31 00:00:00+02:00,89.70230865478516,0.9564590454101562,0.010777507338316327,127.68827471852826,117.5199966430664,1.279998779296875,0.011011689631971628,122.58265701077832,0.0,26242.62,299.6949999999997,0.011552089827958864,112.7542172748817
19,2024-06-30 00:00:00+02:00,96.03221893310547,6.3299102783203125,0.07056574544453093,136.69869300856726,123.18000030517578,5.660003662109375,0.04816204751349702,128.48648876206212,1000.0,27132.83,-109.78999999999724,-0.004183652394463558,112.28249282379377
20,2024-07-31 00:00:00+02:00,95.59323120117188,-0.43898773193359375,-0.004571254697752904,136.07380846597516,123.5,0.31999969482421875,0.002597821838215834,128.8202737684839,0.0,28079.21,946.3799999999974,0.0348795168067613,116.19885191934634
21,2024-08-31 00:00:00+02:00,94.80106353759766,-0.7921676635742188,-0.008286859368809657,134.94618395143928,123.0199966430664,-0.48000335693359375,-0.0038866668577618928,128.3195922798201,5000.0,30178.19,-2901.0200000000004,-0.10331558473333119,104.19369958795731
22,2024-09-30 00:00:00+02:00,96.47008514404297,1.6690216064453125,0.017605515636260626,137.32198110305006,125.19999694824219,2.1800003051757812,0.017720698786075358,130.59350512296282,0.0,30782.86,604.6700000000019,0.02003665561122128,106.28139286346025
23,2024-10-31 00:00:00+01:00,99.017333984375,2.5472488403320312,0.02640454640968381,140.94790572615528,126.22000122070312,1.0200042724609375,0.008146999179901006,131.65745030210002,0.0,31108.555,325.6949999999997,0.010580400911416278,107.4058926093794
24,2024-11-30 00:00:00+01:00,107.42969512939453,8.412361145019531,0.08495846945694384,152.92262406981104,134.55999755859375,8.339996337890625,0.0660750773033796,140.35672650837714,0.0,33082.605,1974.050000000003,0.06345682080058052,114.2215290896192
25,2024-12-31 00:00:00+01:00,107.1492691040039,-0.280426025390625,-0.002610321336692464,152.5234468813386,133.22000122070312,-1.339996337890625,-0.009958355842769153,138.9590042808805,0.0,32751.86,-330.7450000000026,-0.00999755007200922,113.07959363324427
26,2025-01-31 00:00:00+01:00,110.54241180419922,3.3931427001953125,0.03166743673166613,157.35347348554902,138.86000061035156,5.6399993896484375,0.04233598061829135,144.8419699928529,0.0,33458.97,707.1100000000006,0.021589918862623392,115.52097288480444
27,2025-02-28 00:00:00+01:00,106.45397186279297,-4.08843994140625,-0.0369852609028288,151.53371421471962,135.82000732421875,-3.0399932861328125,-0.0218925052050316,141.67101641087734,0.0,32966.12,-492.84999999999854,-0.014729981227754426,113.81935112279935
28,2025-03-31 00:00:00+02:00,96.81312561035156,-9.640846252441406,-0.09056351852110654,137.8102878808628,126.08000183105469,-9.740005493164062,-0.07171259731943243,131.5114198591694,0.0,32137.665,-828.4550000000017,-0.025130497613913973,110.9590141909906
29,2025-04-30 00:00:00+02:00,91.77230834960938,-5.0408172607421875,-0.052067498378579435,130.63485094007441,121.13999938964844,-4.94000244140625,-0.039181490876132596,126.35860636185011,0.0,31584.64,-553.0250000000015,-0.017208001888127263,109.0496312652873
30,2025-05-31 00:00:00+02:00,98.00294494628906,6.2306365966796875,0.06789233820886241,139.50395642196227,128.47999572753906,7.339996337890625,0.060591021750639344,134.01480342830143,0.0,32927.58,1342.9400000000023,0.042518768616644116,113.68628730478642
31,2025-06-30 00:00:00+02:00,99.540771484375,1.5378265380859375,0.0156916359904159,141.69300172535856,129.77999877929688,1.3000030517578125,0.010118330440441968,135.37080949329987,0.0,33063.1,135.5199999999968,0.004115698754660889,114.15418581586874
32,2025-07-31 00:00:00+02:00,105.57913970947266,6.038368225097656,0.060662260650104605,150.28841952831797,135.89999389648438,6.1199951171875,0.047156689588163186,141.75444873587378,0.0,33944.3,881.2000000000044,0.026652068317852967,117.19663097500217
33,2025-08-31 00:00:00+02:00,104.44090270996094,-1.1382369995117188,-0.010780889128703472,148.66817674005512,135.47999572753906,-0.4199981689453125,-0.0030904943915246014,141.31635740708188,0.0,34243.68,299.3799999999974,0.008819742931802906,118.23027513267505
34,2025-09-30 00:00:00+02:00,107.44999694824219,3.00909423828125,0.028811453752345447,152.9515230386467,139.4600067138672,3.980010986328125,0.029377111838209978,145.46782384319818,0.0,35548.37,1304.6900000000023,0.0381001691406999,122.73486861278145
35,2025-10-31 00:00:00+01:00,112.4219970703125,4.9720001220703125,0.04627268742004046,160.02900105463314,145.5399932861328,6.079986572265625,0.04359663186263896,151.8097310071493,0.0,36638.64,1090.2699999999968,0.03067004197379505,126.49915218478368
36,2025-11-30 00:00:00+01:00,111.5,-0.9219970703125,-0.008201215903822202,158.7165686661111,144.32000732421875,-1.2199859619140625,-0.008382479168564754,150.53718909939647,0.0,36513.72,-124.91999999999825,-0.003409515200345817,126.0678514025788
